pano,Constituency,YG_Con_Pct,YG_Lab_Pct,YG_LD_Pct,YG_SNP_Pct,YG_PC_Pct,YG_Grn_Pct,YG_UKIP_Pct,YG_Other_Pct,AC_Con_Pct,AC_Lab_Pct,AC_LD_Pct,AC_SNP_Pct,AC_PC_Pct,AC_Grn_Pct,AC_UKIP_Pct,AC_Other_Pct,AC_Con_Pr,AC_Lab_Pr,AC_LD_Pr,AC_SNP_Pr,AC_PC_Pr,AC_Grn_Pr,AC_UKIP_Pr,AC_Other_Pr,H_Con_Pct,H_Lab_Pct,H_LD_Pct,H_SNP_Pct,H_PC_Pct,H_Grn_Pct,H_UKIP_Pct,H_Other_Pct,H_Con_Pr,H_Lab_Pr,H_LD_Pr,H_SNP_Pr,H_PC_Pr,H_Grn_Pr,H_UKIP_Pr,H_Other_Pr,BBC_Con_Pct,BBC_Lab_Pct,BBC_LD_Pct,BBC_SNP_Pct,BBC_PC_Pct,BBC_Grn_Pct,BBC_UKIP_Pct,BBC_Other_Pct,BBC_Con_Pr,BBC_Lab_Pr,BBC_LD_Pr,BBC_SNP_Pr,BBC_PC_Pr,BBC_Grn_Pr,BBC_UKIP_Pr,BBC_Other_Pr,BBC_Brexit,OC_Con_Pr,OC_Lab_Pr,OC_LD_Pr,OC_SNP_Pr,OC_PC_Pr,OC_Grn_Pr,OC_UKIP_Pr,OC_Other_Pr,OC_Con_Odd,OC_Lab_Odd,OC_LD_Odd,OC_SNP_Odd,OC_PC_Odd,OC_Grn_Odd,OC_UKIP_Odd,OC_Other_Odd
421,Mid Norfolk,54.5,30.2,6.8,0,0,2.2,6.4,0,58,26,7,,,,7,3,100,0,0,0,0,0,0,0,55,22,7,0,0,1,15,0,100,0,0,0,0,0,0,0,61,27,6,0,0,2,4,0,100,0,0,0,0,0,0,0,60.6,100,,,,,,,,,,,,,,,
422,North Norfolk,41.7,17.4,40.9,0,0,0,0,0,46,23,31,,,,,,90,0,10,0,0,0,0,0,44,20,34,0,0,0,0,0,84,0,16,0,0,0,0,0,38,16,47,0,0,0,0,0,3,0,97,0,0,0,0,0,58.3,64,,36,,,,,,0.5,,1.625,,,,,
423,North West Norfolk,54.3,33.5,4.7,0,0,2.1,5.4,0,57,25,5,,,,10,2,99,1,0,0,0,0,0,0,56,25,4,0,0,1,14,0,100,0,0,0,0,0,0,0,61,33,2,0,0,2,2,0,100,0,0,0,0,0,0,0,66.1,100,,,,,,,,,,,,,,,
424,South Norfolk,57.3,30.9,8.8,0,0,3.1,0,0,61,26,10,,,,,3,100,0,0,0,0,0,0,0,65,22,9,0,0,4,0,0,100,0,0,0,0,0,0,0,60,32,8,0,0,0,0,0,100,0,0,0,0,0,0,0,51.1,100,,,,,,,,,,,,,,,
425,South West Norfolk,57.5,28.8,5.4,0,0,0,8.3,0,62,24,5,,,,9,,100,0,0,0,0,0,0,0,54,21,6,0,0,0,18,0,100,0,0,0,0,0,0,0,62,26,4,0,0,0,8,0,100,0,0,0,0,0,0,0,66.3,100,,,,,,,,,,,,,,,
426,"Normanton, Pontefract and Castleford",30.6,56.4,2.5,0,0,0,7.9,2.5,34,52,4,,,,9,1,6,94,0,0,0,0,0,0,31,52,4,0,0,0,13,0,0,100,0,0,0,0,0,0,25,67,2,0,0,0,5,0,0,100,0,0,0,0,0,0,69.3,6,94,,,,,,,14,0.071428575,,,,,,
427,Northampton North,44.8,43.5,3.9,0,0,2.4,5.4,0,51,36,5,,,,6,2,86,14,0,0,0,0,0,0,47,34,5,0,0,1,14,0,98,2,0,0,0,0,0,0,52,44,2,0,0,2,1,0,94,6,0,0,0,0,0,0,60.7,95,5,,,,,,,0.0625,14,,,,,,
428,Northampton South,43.7,40.1,4.5,0,0,2.7,9,0,49,36,5,,,,7,2,81,19,0,0,0,0,0,0,46,32,5,0,0,1,16,0,98,2,0,0,0,0,0,0,51,41,3,0,0,2,3,0,98,2,0,0,0,0,0,0,59.6,98,2,,,,,,,0.030303031,16,,,,,,
429,South Northamptonshire,56,28.4,7.5,0,0,2.1,4.3,1.8,62,24,7,,,,5,2,100,0,0,0,0,0,0,0,64,20,6,0,0,1,9,0,100,0,0,0,0,0,0,0,62,29,5,0,0,2,3,0,100,0,0,0,0,0,0,0,52.7,100,,,,,,,,,,,,,,,
430,Norwich North,45.6,40.6,6.9,0,0,2.7,0,4.3,49,42,5,,,,,3,67,33,0,0,0,0,0,0,55,35,5,0,0,4,0,0,100,0,0,0,0,0,0,0,49,45,3,0,0,3,0,0,69,31,0,0,0,0,0,0,57.3,98,2,,,,,,,0.030303031,16,,,,,,
431,Norwich South,26.3,62.8,7.1,0,0,3.8,0,0,31,52,10,,,,,7,4,96,0,0,0,0,0,0,34,42,11,0,0,12,0,0,16,84,0,0,0,0,0,0,23,60,10,0,0,7,0,0,0,100,0,0,0,0,0,0,40.4,19,80,1,,,,,,3.5,0.25,16,,,,,
432,Nottingham East,21.3,65.4,3.1,0,0,3.9,3.9,2.4,26,60,5,,,,4,5,0,100,0,0,0,0,0,0,27,55,5,0,0,4,8,1,0,100,0,0,0,0,0,0,16,72,3,0,0,3,5,1,0,100,0,0,0,0,0,0,42.9,3,97,,,,,,,16,0.039999999,,,,,,
433,Nottingham North,29.6,59,2,0,0,2.1,7.3,0,31,54,4,,,,9,3,3,97,0,0,0,0,0,0,28,51,2,0,0,1,18,0,0,100,0,0,0,0,0,0,26,68,2,0,0,1,3,0,0,100,0,0,0,0,0,0,63.8,5,95,,,,,,,14,0.0625,,,,,,
434,Nottingham South,30.4,56.7,5.8,0,0,2.7,4.3,0,34,53,6,,,,4,3,6,94,0,0,0,0,0,0,37,47,5,0,0,2,9,0,9,91,0,0,0,0,0,0,29,68,2,0,0,0,1,0,0,100,0,0,0,0,0,0,46.5,23,77,,,,,,,3.333333254,0.285714298,,,,,,
435,Nuneaton,45.9,41.8,4.1,0,0,2.2,6,0,52,36,3,,,,6,2,85,15,0,0,0,0,0,0,49,35,3,0,0,1,11,0,98,2,0,0,0,0,0,0,49,45,2,0,0,1,4,0,69,31,0,0,0,0,0,0,64.8,93,7,,,,,,,0.083333336,12,,,,,,
436,Ochil and South Perthshire,42.5,19.9,2.8,34.8,0,0,0,0,34,23,5,38,,,,,40,0,0,60,0,0,0,0,30,28,3,40,0,0,0,0,7,8,0,85,0,0,0,0,32,31,2,34,0,0,0,0,31,23,0,46,0,0,0,0,39.3,27,,,73,,,,,2.5,,,0.333333343,,,,
437,Ogmore,22.5,58.1,2.8,0,6.3,0,10.4,0,28,51,4,,12,,5,,2,98,0,0,0,0,0,0,15,58,4,0,9,0,12,0,0,100,0,0,0,0,0,0,29,58,2,0,10,0,2,0,0,100,0,0,0,0,0,0,59.8,1,99,,,,,,,16,0.024390243,,,,,,
438,Old Bexley and Sidcup,53.3,29.2,5.7,0,0,2.8,6.8,2.2,59,24,6,,,,7,3,100,0,0,0,0,0,0,0,53,25,3,0,0,1,16,3,100,0,0,0,0,0,0,0,62,28,2,0,0,1,3,4,100,0,0,0,0,0,0,0,63.2,100,,,,,,,,,,,,,,,
439,Oldham East and Saddleworth,35.6,50.6,6,0,0,0,7.8,0,37,46,9,,,,8,,24,76,0,0,0,0,0,0,35,39,9,0,0,0,16,0,28,72,0,0,0,0,0,0,33,50,14,0,0,0,4,0,0,100,0,0,0,0,0,0,59.9,35,65,,,,,,,1.75,0.5,,,,,,
440,Oldham West and Royton,28.3,57.3,3.3,0,0,2.1,9,0,29,57,4,,,,9,2,1,99,0,0,0,0,0,0,27,53,3,0,0,0,16,0,0,100,0,0,0,0,0,0,24,69,2,0,0,0,5,0,0,100,0,0,0,0,0,0,61.3,3,97,,,,,,,16,0.039999999,,,,,,
441,Orkney and Shetland,9.9,9,47.2,23.3,0,0,9.8,0.8,21,12,29,34,,,3,0,12,0,31,57,0,0,0,0,13,14,42,26,0,0,3,0,0,0,91,9,0,0,0,0,14,8,50,26,0,0,2,0,0,0,100,0,0,0,0,0,40.3,,,74,26,,,,,25,,0.285714298,3,,,,
442,Orpington,59.7,23.6,8.2,0,0,2.6,6,0,62,20,9,,,,7,2,100,0,0,0,0,0,0,0,60,21,5,0,0,1,13,0,100,0,0,0,0,0,0,0,62,28,6,0,0,2,1,0,100,0,0,0,0,0,0,0,57.5,100,,,,,,,,,,,,,,,
443,Oxford East,20.8,60.4,10.1,0,0,5,0,3.7,25,56,13,,,,,6,1,99,0,0,0,0,0,0,29,49,13,0,0,8,0,1,1,99,0,0,0,0,0,0,15,65,15,0,0,5,0,1,0,100,0,0,0,0,0,0,32.3,1,92,7,,,,,,28,0.100000001,11,,,,,
444,Oxford West and Abingdon,41.2,16.7,39.5,0,0,0,2.7,0,47,23,27,,,,3,,94,2,4,0,0,0,0,0,47,19,29,0,0,0,4,0,99,0,1,0,0,0,0,0,43,20,35,0,0,0,2,0,96,0,4,0,0,0,0,0,38.2,80,,20,,,,,,0.222222224,,3.5,,,,,
445,Paisley and Renfrewshire North,28.8,26,4.4,40.9,0,0,0,0,24,29,4,43,,,,,5,10,0,85,0,0,0,0,22,31,2,44,0,0,0,0,0,10,0,90,0,0,0,0,24,35,1,40,0,0,0,0,0,21,0,79,0,0,0,0,36.1,1,3,,96,,,,,20,14,,0.050000001,,,,
446,Paisley and Renfrewshire South,18.5,31.4,5.1,39.2,0,0,0,5.8,17,34,6,43,,,,1,0,24,0,76,0,0,0,0,17,36,3,43,0,0,0,1,0,27,0,73,0,0,0,0,18,41,1,40,0,0,0,1,0,54,0,46,0,0,0,0,34.2,,4,,96,,,,,,14,,0.050000001,,,,
447,Pendle,48.8,39.7,3.7,0,0,1.8,0,6,55,38,5,,,,,2,93,7,0,0,0,0,0,0,58,35,5,0,0,1,0,0,100,0,0,0,0,0,0,0,52,46,2,0,0,0,0,0,83,17,0,0,0,0,0,0,63.2,99,1,,,,,,,0.024390243,22,,,,,,
448,Penistone and Stocksbridge,42.5,44.6,5.5,0,0,0,7.5,0,41,42,8,,,,9,,48,52,0,0,0,0,0,0,33,43,7,0,0,0,16,0,5,95,0,0,0,0,0,0,34,53,6,0,0,0,7,0,0,100,0,0,0,0,0,0,61.3,49,51,,,,,,,1.100000024,1,,,,,,
449,Penrith and The Border,57.6,22.4,8.5,0,0,2.4,4.5,4.5,60,23,9,,,,5,3,100,0,0,0,0,0,0,0,65,18,8,0,0,1,8,0,100,0,0,0,0,0,0,0,64,26,8,0,0,0,2,0,100,0,0,0,0,0,0,0,55.4,100,,,,,,,,,,,,,,,
450,Perth and North Perthshire,42.6,13.3,2.6,41.5,0,0,0,0,44,10,4,42,,,,,54,0,0,46,0,0,0,0,42,12,3,41,0,0,0,0,53,0,0,47,0,0,0,0,50,6,4,39,0,0,0,0,99,0,0,1,0,0,0,0,40.2,53,,,47,,,,,0.833333313,,,1,,,,
451,Peterborough,46.6,45.6,5.4,0,0,2.4,0,0,50,41,6,,,,,3,74,26,0,0,0,0,0,0,54,38,5,0,0,3,0,0,99,1,0,0,0,0,0,0,50,47,3,0,0,1,0,0,64,36,0,0,0,0,0,0,62.9,97,3,,,,,,,0.039999999,12,,,,,,
452,"Plymouth, Moor View",48,39.3,3.3,0,0,2.1,7.2,0,47,38,4,,,,9,2,75,25,0,0,0,0,0,0,49,33,3,0,0,1,15,0,97,3,0,0,0,0,0,0,46,45,2,0,0,0,6,0,52,48,0,0,0,0,0,0,66.4,90,10,,,,,,,0.117647059,8,,,,,,
453,"Plymouth, Sutton and Devonport",36.1,50.7,4.5,0,0,3.2,4.1,1.4,41,44,5,,,,6,4,42,58,0,0,0,0,0,0,44,37,5,0,0,3,11,0,85,15,0,0,0,0,0,0,46,47,3,0,0,0,4,0,47,53,0,0,0,0,0,0,54.4,72,28,,,,,,,0.444444448,3,,,,,,
454,Pontypridd,26.9,54.7,6.3,0,7.7,0,4.4,0,26,48,10,,12,,4,,3,97,0,0,0,0,0,0,16,53,10,0,11,0,10,0,0,100,0,0,0,0,0,0,22,49,14,0,12,0,4,0,0,100,0,0,0,0,0,0,45.8,8,92,,,,,,,6.5,0.100000001,,,,,,
455,Poole,51.8,25.2,13.6,0,0,3.2,0,6.2,59,26,11,,,,,5,100,0,0,0,0,0,0,0,61,19,13,0,0,4,0,3,100,0,0,0,0,0,0,0,56,24,13,0,0,3,0,4,100,0,0,0,0,0,0,0,56.9,100,,,,,,,,,,,,,,,
456,Poplar and Limehouse,23.2,60.3,8.4,0,0,3.3,2.9,1.9,26,60,7,,,,3,3,0,100,0,0,0,0,0,0,31,54,7,0,0,3,5,1,0,100,0,0,0,0,0,0,18,71,7,0,0,3,1,1,0,100,0,0,0,0,0,0,34.2,3,97,,,,,,,12,0.039999999,,,,,,
457,Portsmouth North,48.6,33.7,6.6,0,0,2.2,7.3,1.7,53,31,6,,,,8,3,97,3,0,0,0,0,0,0,52,26,6,0,0,1,15,1,100,0,0,0,0,0,0,0,55,34,6,0,0,1,4,1,100,0,0,0,0,0,0,0,63.7,100,,,,,,,,,,,,,,,
458,Portsmouth South,35.9,35.4,20.8,0,0,3.1,4.8,0,42,30,17,,,,5,5,83,17,0,0,0,0,0,0,41,24,21,0,0,3,11,0,99,0,0,0,0,0,0,0,41,34,21,0,0,1,3,0,88,12,0,0,0,0,0,0,51.8,80,,20,,,,,,0.222222224,25,3.333333254,,,,,
459,Preseli Pembrokeshire,39.8,43.4,3.8,0,6.6,0,5.7,0.8,45,35,3,,8,,3,6,77,23,0,0,0,0,0,0,29,32,5,0,4,0,15,15,25,75,0,0,0,0,1,0,49,33,2,0,6,0,1,9,100,0,0,0,0,0,0,0,55.8,94,6,,,,,,,0.071428575,10,,,,,,
460,Preston,27.9,56.8,4.9,0,0,3.2,7.1,0,29,56,5,,,,6,3,1,99,0,0,0,0,0,0,28,55,4,0,0,1,11,0,0,100,0,0,0,0,0,0,25,70,2,0,0,3,0,0,0,100,0,0,0,0,0,0,56.9,3,97,,,,,,,12,0.039999999,,,,,,
461,Pudsey,45.4,47.4,4.5,0,0,0,0,2.6,51,40,7,,,,,2,78,22,0,0,0,0,0,0,51,40,7,0,0,0,0,0,94,6,0,0,0,0,0,0,48,50,2,0,0,0,0,0,40,60,0,0,0,0,0,0,48.4,97,3,,,,,,,0.039999999,18,,,,,,
462,Putney,42.7,40.8,9.9,0,0,2.7,2.3,1.6,51,36,9,,,,2,3,87,13,0,0,0,0,0,0,53,32,8,0,0,2,4,1,100,0,0,0,0,0,0,0,48,40,9,0,0,3,0,0,93,7,0,0,0,0,0,0,26.9,97,3,,,,,,,0.039999999,18,,,,,,
463,Rayleigh and Wickford,58.8,24.7,4.7,0,0,2.8,9,0,61,22,4,,,,9,4,100,0,0,0,0,0,0,0,60,18,4,0,0,1,17,0,100,0,0,0,0,0,0,0,68,21,2,0,0,1,8,0,100,0,0,0,0,0,0,0,67.9,100,,,,,,,,,,,,,,,
464,Reading East,41,45.2,9,0,0,2.6,0,2.2,48,38,10,,,,,4,77,23,0,0,0,0,0,0,52,33,12,0,0,3,0,0,99,1,0,0,0,0,0,0,43,46,11,0,0,0,0,0,34,66,0,0,0,0,0,0,38.2,96,4,,,,,,,0.050000001,12,,,,,,
465,Reading West,51.3,40.5,6,0,0,2.2,0,0,54,36,8,,,,,3,94,6,0,0,0,0,0,0,58,33,7,0,0,2,0,0,100,0,0,0,0,0,0,0,46,49,3,0,0,1,0,0,36,64,0,0,0,0,0,0,52.7,99,1,,,,,,,0.024390243,14,,,,,,
466,Redcar,27.4,51.2,13.4,0,0,0,8,0,33,48,13,,,,7,,10,90,0,0,0,0,0,0,26,43,15,0,0,0,17,0,1,98,0,0,0,0,0,0,22,60,15,0,0,0,3,0,0,100,0,0,0,0,0,0,67.6,17,83,,,,,,,5,0.222222224,,,,,,
467,Redditch,45.6,35,5.1,0,0,2.2,6.9,5.3,52,34,4,,,,8,2,93,7,0,0,0,0,0,0,49,32,4,0,0,1,12,1,99,1,0,0,0,0,0,0,54,43,2,0,0,0,1,0,99,1,0,0,0,0,0,0,61.4,99,1,,,,,,,0.024390243,16,,,,,,
468,Reigate,52.7,26,11.6,0,0,3.8,5.9,0,58,20,12,,,,6,4,100,0,0,0,0,0,0,0,60,18,11,0,0,2,9,0,100,0,0,0,0,0,0,0,59,23,15,0,0,0,3,0,100,0,0,0,0,0,0,0,47.8,100,,,,,,,,,,,,,,,
469,East Renfrewshire,37.4,25.7,3.2,33.7,0,0,0,0,35,25,5,35,,,,,46,7,0,47,0,0,0,0,30,31,3,36,0,0,0,0,12,24,0,64,0,0,0,0,32,35,4,29,0,0,0,0,32,58,0,10,0,0,0,0,25.7,54,8,,38,,,,,0.800000012,8,,1.5,,,,
470,Rhondda,14.7,55.7,2.5,0,21.6,0,5.5,0,18,54,3,,21,,5,,0,100,0,0,0,0,0,0,13,47,2,0,24,0,13,0,0,99,0,0,1,0,0,0,15,52,1,0,27,0,5,0,0,100,0,0,0,0,0,0,61.2,,79,,,21,,,,,0.300000012,,,4,,,
471,Ribble Valley,55.8,35.4,6.1,0,0,2.7,0,0,58,31,6,,,,,4,99,1,0,0,0,0,0,0,61,28,8,0,0,3,0,0,100,0,0,0,0,0,0,0,54,39,5,0,0,2,0,0,100,0,0,0,0,0,0,0,58.7,100,,,,,,,,,,,,,,,
472,Richmond (Yorks),55,26.8,9.9,0,0,2.8,0,5.4,58,26,8,,,,,7,100,0,0,0,0,0,0,0,59,18,9,0,0,7,0,6,100,0,0,0,0,0,0,0,57,25,6,0,0,2,0,10,100,0,0,0,0,0,0,0,54.7,100,,,,,,,,,,,,,,,
473,Richmond Park,42.4,14.8,41,0,0,0,1.8,0,49,21,28,,,,2,,95,0,5,0,0,0,0,0,60,18,19,0,0,0,2,0,100,0,0,0,0,0,0,0,45,15,40,0,0,0,0,0,77,0,23,0,0,0,0,0,27.7,59,,41,,,,,,0.666666687,,1.375,,,,,
474,Rochdale,27.1,50.1,5.3,0,0,0,9.4,8.1,28,50,10,,,,8,4,3,97,0,0,0,0,0,0,24,48,8,0,0,0,15,3,0,100,0,0,0,0,0,0,22,59,11,0,0,0,4,5,0,100,0,0,0,0,0,0,57.5,19,80,,,,,,1,7,0.25,,,,,,20
475,Rochester and Strood,49.1,31.7,4,0,0,2.2,10.7,2.3,53,29,4,,,,12,2,98,2,0,0,0,0,0,0,45,23,4,0,0,2,25,1,98,0,0,0,0,0,2,0,52,29,2,0,0,1,15,0,100,0,0,0,0,0,0,0,63.7,99,1,,,,,,,0.024390243,25,,,,,25,
476,Rochford and Southend East,45.7,32,4.8,0,0,2.7,6.6,8.2,51,33,4,,,,9,3,93,7,0,0,0,0,0,0,49,27,5,0,0,2,18,0,100,0,0,0,0,0,0,0,56,36,2,0,0,0,6,0,100,0,0,0,0,0,0,0,60.5,100,,,,,,,,,,,,,,,
477,Romford,58.1,26.1,4.5,0,0,2.2,9,0,61,25,3,,,,9,2,100,0,0,0,0,0,0,0,52,25,3,0,0,1,19,0,100,0,0,0,0,0,0,0,60,30,2,0,0,1,7,0,100,0,0,0,0,0,0,0,69.3,100,,,,,,,,,,,,,,,
478,Romsey and Southampton North,52.1,20.5,21.6,0,0,2.4,0,3.4,55,25,17,,,,,3,99,1,0,0,0,0,0,0,62,18,17,0,0,3,0,0,100,0,0,0,0,0,0,0,57,22,18,0,0,3,0,0,100,0,0,0,0,0,0,0,45.8,100,,,,,,,,,,,,,,,
479,"Ross, Skye and Lochaber",24.7,13.9,20.9,38.8,0,0,0,1.8,24,10,23,42,,,,1,5,0,5,90,0,0,0,0,20,12,28,39,0,0,0,1,0,0,16,84,0,0,0,0,13,7,43,37,0,0,0,0,0,0,90,10,0,0,0,0,43.4,,,32,68,,,,,,,2,0.444444448,,,,
480,Rossendale and Darwen,51.8,43.5,3,0,0,1.7,0,0,55,38,5,,,,,2,92,8,0,0,0,0,0,0,57,37,5,0,0,1,0,0,99,1,0,0,0,0,0,0,51,47,2,0,0,0,0,0,77,23,0,0,0,0,0,0,58.6,97,3,,,,,,,0.039999999,11,,,,,,
481,Rother Valley,37.7,45.9,4.2,0,0,1.7,10.5,0,38,44,5,,,,11,2,33,67,0,0,0,0,0,0,29,44,5,0,0,1,21,0,2,97,0,0,0,0,1,0,29,55,3,0,0,0,12,0,0,100,0,0,0,0,0,0,66.7,27,73,,,,,,,2.5,0.333333343,,,,,,
482,Rotherham,28.2,53.9,3.2,0,0,0,8.7,6,28,54,4,,,,12,2,2,98,0,0,0,0,0,0,19,49,5,0,0,0,24,2,0,99,0,0,0,0,1,0,15,66,2,0,0,0,14,2,0,100,0,0,0,0,0,0,68.3,14,86,,,,,,,4.5,0.166666672,,,,,,
483,Rugby,55.7,34.4,6.3,0,0,3.6,0,0,57,34,6,,,,,2,97,3,0,0,0,0,0,0,60,31,6,0,0,3,0,0,100,0,0,0,0,0,0,0,51,44,5,0,0,1,0,0,91,9,0,0,0,0,0,0,58.4,100,,,,,,,,,,,,,,,
484,"Ruislip, Northwood and Pinner",55.4,27.8,10.1,0,0,2.5,4.2,0,62,25,6,,,,4,3,100,0,0,0,0,0,0,0,61,24,4,0,0,1,9,0,100,0,0,0,0,0,0,0,59,32,8,0,0,2,0,0,100,0,0,0,0,0,0,0,49,100,,,,,,,,,,,,,,,
485,Runnymede and Weybridge,55.5,27.7,9.9,0,0,2.6,4.2,0,63,22,7,,,,5,3,100,0,0,0,0,0,0,0,62,19,8,0,0,1,9,0,100,0,0,0,0,0,0,0,62,27,6,0,0,2,3,0,100,0,0,0,0,0,0,0,49.8,100,,,,,,,,,,,,,,,
486,Rushcliffe,44.9,38.8,8.2,0,0,3.5,4.7,0,52,33,8,,,,4,4,95,5,0,0,0,0,0,0,54,29,7,0,0,2,8,0,100,0,0,0,0,0,0,0,51,40,8,0,0,0,0,0,99,1,0,0,0,0,0,0,41.3,100,,,,,,,,,,,,,,,
487,Rutherglen and Hamilton West,21.7,29.3,3.1,38.2,0,0,6.2,1.5,17,34,4,43,,,2,1,0,22,0,78,0,0,0,0,17,34,2,44,0,0,1,1,0,17,0,83,0,0,0,0,18,39,1,41,0,0,0,1,0,41,0,59,0,0,0,0,37.3,,5,,95,,,,,,18,,0.071428575,,,,
488,Rutland and Melton,52.5,25.8,9.7,0,0,3.7,8.3,0,59,21,10,,,,6,3,100,0,0,0,0,0,0,0,61,19,8,0,0,1,11,0,100,0,0,0,0,0,0,0,61,28,8,0,0,2,1,0,100,0,0,0,0,0,0,0,54,100,,,,,,,,,,,,,,,
489,Saffron Walden,60.3,21.8,13.3,0,0,0,4.5,0,60,24,11,,,,5,,100,0,0,0,0,0,0,0,62,17,11,0,0,0,9,0,100,0,0,0,0,0,0,0,63,23,11,0,0,0,4,0,100,0,0,0,0,0,0,0,50.9,100,,,,,,,,,,,,,,,
490,St Albans,45.6,27.4,24.5,0,0,2.5,0,0,52,27,18,,,,,3,98,2,0,0,0,0,0,0,51,24,22,0,0,3,0,0,100,0,0,0,0,0,0,0,43,33,23,0,0,2,0,0,98,2,0,0,0,0,0,0,38,76,,24,,,,,,0.285714298,,2.75,,,,,
491,St Austell and Newquay,51.4,23.3,25.3,0,0,0,0,0,50,24,26,,,,,,97,1,2,0,0,0,0,0,53,18,26,0,0,0,0,0,100,0,0,0,0,0,0,0,56,19,25,0,0,0,0,0,100,0,0,0,0,0,0,0,63.5,92,3,5,,,,,,0.100000001,16,10,,,,,
492,St Helens North,28.7,60,2.8,0,0,2.3,6.2,0,29,57,5,,,,6,3,1,99,0,0,0,0,0,0,28,55,4,0,0,1,11,0,0,100,0,0,0,0,0,0,24,71,3,0,0,2,0,0,0,100,0,0,0,0,0,0,58.3,,100,,,,,,,,,,,,,,
493,St Helens South and Whiston,24.5,63.9,4.6,0,0,1.8,5.1,0,25,58,7,,,,6,3,0,100,0,0,0,0,0,0,25,59,5,0,0,1,10,0,0,100,0,0,0,0,0,0,19,71,4,0,0,3,3,0,0,100,0,0,0,0,0,0,56.1,,100,,,,,,,,,,,,,,
494,St Ives,41.9,17.2,40.9,0,0,0,0,0,46,20,33,,,,,,89,0,11,0,0,0,0,0,46,16,34,0,0,0,0,0,95,0,5,0,0,0,0,0,47,20,34,0,0,0,0,0,100,0,0,0,0,0,0,0,55.1,70,,30,,,,,,0.444444448,,2.400000095,,,,,
495,Salford and Eccles,28.5,58.7,3.9,0,0,2.5,6.5,0,29,54,5,,,,7,4,1,99,0,0,0,0,0,0,27,53,4,0,0,2,15,0,0,100,0,0,0,0,0,0,27,66,3,0,0,0,4,0,0,100,0,0,0,0,0,0,53.6,16,84,,,,,,,5,0.157894731,,,,,,
496,Salisbury,55.6,25.1,11.2,0,0,2.7,3.7,1.6,57,24,11,,,,5,4,100,0,0,0,0,0,0,0,56,20,10,0,0,2,10,1,100,0,0,0,0,0,0,0,60,27,10,0,0,0,2,1,100,0,0,0,0,0,0,0,50.3,100,,,,,,,,,,,,,,,
497,Scarborough and Whitby,43.9,41,4,0,0,2.2,6,2.9,51,32,8,,,,6,3,95,5,0,0,0,0,0,0,47,32,7,0,0,2,12,1,98,2,0,0,0,0,0,0,50,42,4,0,0,3,2,0,93,7,0,0,0,0,0,0,61.4,99,1,,,,,,,0.024390243,20,,,,,,
498,Scunthorpe,45.8,51.7,2.5,0,0,0,0,0,46,43,4,,,,6,,57,43,0,0,0,0,0,0,47,45,6,0,0,0,0,0,60,40,0,0,0,0,0,0,42,54,2,0,0,0,2,0,1,99,0,0,0,0,0,0,69.1,58,42,,,,,,,0.833333313,1.5,,,,,,
499,Sedgefield,35.7,51.1,4.6,0,0,1.6,6.9,0,40,46,4,,,,7,2,32,68,0,0,0,0,0,0,36,46,4,0,0,1,13,0,7,93,0,0,0,0,0,0,37,59,2,0,0,1,1,0,0,100,0,0,0,0,0,0,58.9,29,71,,,,,,,2.5,0.400000006,,,,,,
500,Sefton Central,36.8,57.3,4.4,0,0,1.6,0,0,37,53,7,,,,,2,8,92,0,0,0,0,0,0,40,52,6,0,0,2,0,0,4,96,0,0,0,0,0,0,25,72,3,0,0,0,0,0,0,100,0,0,0,0,0,0,45.1,12,88,,,,,,,8,0.157894731,,,,,,
501,Selby and Ainsty,52.5,36.7,5.8,0,0,0,5.1,0,56,33,6,,,,5,,98,2,0,0,0,0,0,0,55,30,6,0,0,0,9,0,100,0,0,0,0,0,0,0,53,41,2,0,0,0,3,0,99,1,0,0,0,0,0,0,57.8,100,,,,,,,,,,,,,,,
502,Sevenoaks,56.3,23.4,11.6,0,0,2.5,6.3,0,56,21,13,,,,8,3,100,0,0,0,0,0,0,0,59,18,8,0,0,2,12,0,100,0,0,0,0,0,0,0,63,25,8,0,0,3,3,0,100,0,0,0,0,0,0,0,53.9,100,,,,,,,,,,,,,,,
503,"Sheffield, Brightside and Hillsborough",21.9,64,2.6,0,0,2.2,7.7,1.6,24,59,4,,,,9,3,0,100,0,0,0,0,0,0,20,53,5,0,0,1,19,1,0,100,0,0,0,0,0,0,14,72,4,0,0,2,7,2,0,100,0,0,0,0,0,0,61.4,,100,,,,,,,,,,,,,,
504,Sheffield Central,16.1,62.6,6.5,0,0,10.5,2.9,1.5,18,62,9,,,,3,8,0,100,0,0,0,0,0,0,21,54,8,0,0,7,8,1,0,100,0,0,0,0,0,0,5,72,9,0,0,9,3,1,0,100,0,0,0,0,0,0,30.4,,96,,,,4,,,,0.050000001,,,,14,,
505,"Sheffield, Hallam",18.9,38.5,36.9,0,0,1.9,2.4,1.4,24,41,29,,,,2,3,7,81,12,0,0,0,0,0,21,37,37,0,0,2,3,1,0,51,48,0,0,0,0,0,9,42,46,0,0,1,1,1,0,33,67,0,0,0,0,0,35.9,,38,62,,,,,,20,1.5,0.571428597,,,,,
